Vehicle #,Vehicle Model,Vehicle Serial #,Engine Make,Engine Hours,Engine Model,Engine RPM,Alternator RPM,Engine HP,Alternator HP,Left-CO2%,Left-CO,Left-NOx,Right-CO2%,Right-CO,Right-NOX,Location,Company,Test Date
HT4,Cat 775,MGS00443,CAT,6846.2,C27,100,,,,10.67,,486.8914,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6862,C27,98,,,,9.75,,484.8664,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6877.1,C27,100,,,,10.53,,583.168,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6887.6,C27,100,,,,11.18,,601.7826,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6901.7,C27,99,,,,9.98,,471.9006,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6916.5,C27,98,,,,11.05,,506.0739,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6929.1,C27,100,,,,10.07,,562.5696,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6940.8,C27,96,,,,8.09,,441.3892,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6955.6,C27,100,,,,9.87,,410.1307,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6970.3,C27,100,,,,10.12,,521.4322,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6985.3,C27,98,,,,7.67,,512.12,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,6985.8,C27,97,,,,11.69,,595.3075,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7026.8,C27,99,,,,10.22,,587.3419,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7040.9,C27,100,,,,10.08,,529.465,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7070.3,C27,100,,,,7.89,,466.0406,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7085.1,C27,99,,,,7.51,,464.7832,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7098.7,C27,92,,,,9.31,,445.018,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7110.1,C27,99,,,,7.52,,534.0262,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7125.3,C27,98,,,,9,,498.3485,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7138.7,C27,99,,,,9.88,,568.881,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7139.5,C27,100,,,,11.67,,490.3325,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7144.1,C27,96,,,,9.5,,449.93,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7157.3,C27,100,,,,9.47,,519.9011,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7172.8,C27,100,,,,8.06,,564.6791,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7178.5,C27,97,,,,8.55,,487.4081,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7192.1,C27,100,,,,10.13,,506.9708,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7206.2,C27,99,,,,8.08,,492.1181,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7219.8,C27,100,,,,8.66,,502.0627,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7223.4,C27,100,,,,9.55,,422.7662,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7230.9,C27,100,,,,9.38,,484.4768,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7244.5,C27,98,,,,6.89,,429.0293,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7258,C27,100,,,,7.53,,381.3346,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7267,C27,100,,,,9.22,,433.508,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7280.2,C27,100,,,,8.56,,468.9232,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7291.6,C27,97,,,,10.3,,472.1286,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7301.1,C27,100,,,,3.48,,229.3896,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7313.6,C27,100,,,,10.01,,493.072,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7326.2,C27,100,,,,11.44,,473.5756,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7327,C27,100,,,,11.36,,512.6833,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7337.3,C27,100,,,,8.16,,496.0825,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7433.7,C27,100,,,,11.16,,539.6915,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7446.1,C27,99,,,,8.25,,426.5528,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7454.5,C27,97,,,,11.71,,615.475,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7477,C27,100,,,,11.62,,547.0373,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7479.6,C27,100,,,,10.59,,506.584,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7490.1,C27,100,,,,11.63,,439.8506,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7507.1,C27,98,,,,10.08,,445.0803,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7521.9,C27,100,,,,10.12,,468.2057,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7533.9,C27,100,,,,11.31,,488.5577,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7547.4,C27,100,,,,10.78,,491.1968,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7561.5,C27,100,,,,11.81,,548.1522,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7572.5,C27,100,,,,10.28,,572.492,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7587.2,C27,100,,,,10.37,,579.3553,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7597.1,C27,97,,,,9.15,,459.7608,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7611.7,C27,100,,,,10.29,,521.9472,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7627.7,C27,100,,,,9.98,,496.0417,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7641.2,C27,100,,,,6.3,,402.624,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7651,C27,100,,,,10.3,,500.7725,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7666.9,C27,100,,,,10.33,,555.7039,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7681.2,C27,99,,,,9.87,,544.4686,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7694,C27,100,,,,9.36,,604.1207,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7708.9,C27,97,,,,10.87,,509.1516,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7721.9,C27,99,,,,11.09,,567.3504,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7736,C27,100,,,,9.27,,461.8683,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7749.3,C27,100,,,,11.12,,566.5782,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7753.5,C27,100,,,,10.01,,519.33,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7765.2,C27,100,,,,11.32,,522.2378,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7777.9,C27,99,,,,9.88,,546.734,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7787.1,C27,99,,,,8.96,,550.7004,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7801.6,C27,99,,,,9.62,,533.9594,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7802.3,C27,100,,,,10.92,,392.5558,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7815,C27,99,,,,6.87,,353.9556,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7826.7,C27,100,,,,11.48,,480.8108,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7841.3,C27,99,,,,9.92,,503.3388,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7854.6,C27,100,,,,11.45,,515.5995,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7868.3,C27,100,,,,9.82,,469.2544,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7881,C27,97,,,,9.42,,440.17,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7892.5,C27,98,,,,8.4,,441.3117,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7905,C27,99,,,,11.33,,472.5941,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7916.4,C27,100,,,,10.36,,529.1975,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7945.4,C27,100,,,,9.67,,496.0677,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7955.9,C27,98,,,,10.22,,528.278,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7967.8,C27,100,,,,9.78,,449.7961,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7983.4,C27,100,,,,9.75,,501.1503,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,7994.6,C27,100,,,,11.49,,619.2675,,,,Redmond Minerals,Redmond Minerals,10/25/2018
HT4,Cat 775,MGS00443,CAT,8096.6,C27,99,,,,8.32,,571.379,,,,Redmond Minerals,Redmond Minerals,11/7/2018
HT4,Cat 775,MGS00443,CAT,8112.2,C27,100,,,,9.85,,568.584,,,,Redmond Minerals,Redmond Minerals,11/8/2018
HT4,Cat 775,MGS00443,CAT,8124.5,C27,100,,,,8.46,,539.8335,,,,Redmond Minerals,Redmond Minerals,11/9/2018
HT4,Cat 775,MGS00443,CAT,8141.8,C27,97,,,,9.81,,551.2289,,,,Redmond Minerals,Redmond Minerals,11/13/2018
HT4,Cat 775,MGS00443,CAT,8157.4,C27,100,,,,8.08,,503.5053,,,,Redmond Minerals,Redmond Minerals,11/14/2018
HT4,Cat 775,MGS00443,CAT,8159.7,C27,100,,,,8.4,,447.3075,,,,Redmond Minerals,Redmond Minerals,11/15/2018
HT4,Cat 775,MGS00443,CAT,8177.6,C27,100,,,,10.6,,593.353,,,,Redmond Minerals,Redmond Minerals,11/16/2018
HT4,Cat 775,MGS00443,CAT,8188.3,C27,100,,,,10.97,,585.1842,,,,Redmond Minerals,Redmond Minerals,11/20/2018
HT4,Cat 775,MGS00443,CAT,8203,C27,100,,,,10.11,,610.2335,,,,Redmond Minerals,Redmond Minerals,11/21/2018
HT4,Cat 775,MGS00443,CAT,8216.9,C27,100,,,,10,,496.1967,,,,Redmond Minerals,Redmond Minerals,11/27/2018
HT4,Cat 775,MGS00443,CAT,8233.6,C27,100,,,,10.72,,506.1047,,,,Redmond Minerals,Redmond Minerals,11/28/2018
HT4,Cat 775,MGS00443,CAT,8249,C27,98,,,,10.37,,551.2138,,,,Redmond Minerals,Redmond Minerals,11/29/2018
HT4,Cat 775,MGS00443,CAT,8265.3,C27,97,,,,9.06,,513.4544,,,,Redmond Minerals,Redmond Minerals,11/30/2018
HT4,Cat 775,MGS00443,CAT,8269.9,C27,100,,,,8.42,,412.5051,,,,Redmond Minerals,Redmond Minerals,12/1/2018
HT4,Cat 775,MGS00443,CAT,8281.1,C27,100,,,,9.01,,560.6328,,,,Redmond Minerals,Redmond Minerals,12/3/2018
HT4,Cat 775,MGS00443,CAT,8293.1,C27,99,,,,9.99,,554.774,,,,Redmond Minerals,Redmond Minerals,12/4/2018
HT4,Cat 775,MGS00443,CAT,8293.1,C27,99,,,,9.99,,554.774,,,,Redmond Minerals,Redmond Minerals,12/4/2018
HT4,Cat 775,MGS00443,CAT,8307,C27,96,,,,10.68,,609.9983,,,,Redmond Minerals,Redmond Minerals,12/5/2018
HT4,Cat 775,MGS00443,CAT,8319.4,C27,100,,,,9.58,,487.9387,,,,Redmond Minerals,Redmond Minerals,12/6/2018
HT4,Cat 775,MGS00443,CAT,8334.8,C27,100,,,,11.07,,596.0425,,,,Redmond Minerals,Redmond Minerals,12/7/2018
HT4,Cat 775,MGS00443,CAT,8336.2,C27,97,,,,11.03,,478.8625,,,,Redmond Minerals,Redmond Minerals,12/8/2018
HT4,Cat 775,MGS00443,CAT,8344.8,C27,100,,,,6.72,,391.7442,,,,Redmond Minerals,Redmond Minerals,12/11/2018
HT4,Cat 775,MGS00443,CAT,8353.7,C27,94,,,,10.86,,413.1667,,,,Redmond Minerals,Redmond Minerals,12/12/2018
HT4,Cat 775,MGS00443,CAT,8366.4,C27,100,,,,9.28,,491.5781,,,,Redmond Minerals,Redmond Minerals,12/13/2018
HT4,Cat 775,MGS00443,CAT,8375.3,C27,100,,,,8.8,,423.885,,,,Redmond Minerals,Redmond Minerals,12/14/2018
HT4,Cat 775,MGS00443,CAT,8384.5,C27,100,,,,8.03,,309.42,,,,Redmond Minerals,Redmond Minerals,12/18/2018
HT4,Cat 775,MGS00443,CAT,8396.6,C27,100,,,,9.94,,481.8064,,,,Redmond Minerals,Redmond Minerals,12/19/2018
HT4,Cat 775,MGS00443,CAT,8409.2,C27,100,,,,8.07,,544.746,,,,Redmond Minerals,Redmond Minerals,12/20/2018
HT4,Cat 775,MGS00443,CAT,8438.8,C27,100,,,,7.03,,660.1975,,,,Redmond Minerals,Redmond Minerals,12/28/2018
HT4,Cat 775,MGS00443,CAT,8461.1,C27,93,,,,5.41,,557.2743,,,,Redmond Minerals,Redmond Minerals,1/3/2019
HT4,Cat 775,MGS00443,CAT,8476.5,C27,97,,,,8.89,,499.8449,,,,Redmond Minerals,Redmond Minerals,1/4/2019
HT4,Cat 775,MGS00443,CAT,8523.4,C27,100,,,,9.35,,513.7614,,,,Redmond Minerals,Redmond Minerals,1/10/2019
HT4,Cat 775,MGS00443,CAT,8529.3,C27,96,,,,10.5,,565.9593,,,,Redmond Minerals,Redmond Minerals,1/11/2019
HT4,Cat 775,MGS00443,CAT,8529.3,C27,96,,,,10.5,,565.9593,,,,Redmond Minerals,Redmond Minerals,1/11/2019
HT4,Cat 775,MGS00443,CAT,8558.5,C27,100,,,,6.88,,411.9361,,,,Redmond Minerals,Redmond Minerals,1/17/2019
HT4,Cat 775,MGS00443,CAT,8573,C27,100,,,,10.45,,521.4075,,,,Redmond Minerals,Redmond Minerals,1/18/2019
HT4,Cat 775,MGS00443,CAT,8585.7,C27,100,,,,10.25,,555.5009,,,,Redmond Minerals,Redmond Minerals,1/22/2019
HT4,Cat 775,MGS00443,CAT,8599.1,C27,100,,,,10.35,,590.2492,,,,Redmond Minerals,Redmond Minerals,1/23/2019
HT4,Cat 775,MGS00443,CAT,8599.1,C27,100,,,,10.35,,590.2492,,,,Redmond Minerals,Redmond Minerals,1/23/2019
HT4,Cat 775,MGS00443,CAT,8637.7,C27,98,,,,7.62,,457.5774,,,,Redmond Minerals,Redmond Minerals,1/25/2019
HT4,Cat 775,MGS00443,CAT,8637.7,C27,98,,,,7.62,,457.5774,,,,Redmond Minerals,Redmond Minerals,1/25/2019
HT4,Cat 775,MGS00443,CAT,8639.7,C27,100,,,,10.73,,598.779,,,,Redmond Minerals,Redmond Minerals,1/26/2019
HT4,Cat 775,MGS00443,CAT,8639.7,C27,100,,,,10.73,,598.779,,,,Redmond Minerals,Redmond Minerals,1/26/2019
HT4,Cat 775,MGS00443,CAT,8648.8,C27,100,,,,11.11,,551.175,,,,Redmond Minerals,Redmond Minerals,1/29/2019
HT4,Cat 775,MGS00443,CAT,8688.5,C27,100,,,,9.2,,565.81,,,,Redmond Minerals,Redmond Minerals,1/31/2019
HT4,Cat 775,MGS00443,CAT,8688.5,C27,100,,,,9.2,,565.81,,,,Redmond Minerals,Redmond Minerals,1/31/2019
HT4,Cat 775,MGS00443,CAT,8705,C27,99,,,,10.32,,623.5085,,,,Redmond Minerals,Redmond Minerals,2/1/2019
HT4,Cat 775,MGS00443,CAT,8721.5,C27,100,,,,5.34,,472.7213,,,,Redmond Minerals,Redmond Minerals,2/5/2019
HT4,Cat 775,MGS00443,CAT,8721.5,C27,100,,,,5.34,,472.7213,,,,Redmond Minerals,Redmond Minerals,2/5/2019
HT4,Cat 775,MGS00443,CAT,8739.9,C27,100,,,,9.01,,475.2375,,,,Redmond Minerals,Redmond Minerals,2/6/2019
HT4,Cat 775,MGS00443,CAT,8739.9,C27,100,,,,9.01,,475.2375,,,,Redmond Minerals,Redmond Minerals,2/6/2019
HT4,Cat 775,MGS00443,CAT,8756.1,C27,99,,,,10.36,,563.2824,,,,Redmond Minerals,Redmond Minerals,2/7/2019
HT4,Cat 775,MGS00443,CAT,8756.1,C27,99,,,,10.36,,563.2824,,,,Redmond Minerals,Redmond Minerals,2/7/2019
HT4,Cat 775,MGS00443,CAT,8773.1,C27,100,,,,10.74,,602.5654,,,,Redmond Minerals,Redmond Minerals,2/8/2019
HT4,Cat 775,MGS00443,CAT,8773.1,C27,100,,,,10.74,,602.5654,,,,Redmond Minerals,Redmond Minerals,2/8/2019
HT4,Cat 775,MGS00443,CAT,8781.6,C27,95,,,,6.22,,409.5794,,,,Redmond Minerals,Redmond Minerals,2/9/2019
HT4,Cat 775,MGS00443,CAT,8997.7,C27,100,,,,10.89,,556.6854,,,,Redmond Minerals,Redmond Minerals,3/5/2019
HT4,Cat 775,MGS00443,CAT,8997.7,C27,100,,,,10.89,,556.6854,,,,Redmond Minerals,Redmond Minerals,3/5/2019
HT4,Cat 775,MGS00443,CAT,9011.3,C27,100,,,,10.54,,523.0951,,,,Redmond Minerals,Redmond Minerals,3/6/2019
HT4,Cat 775,MGS00443,CAT,9026.3,C27,100,,,,10.42,,546.6972,,,,Redmond Minerals,Redmond Minerals,3/7/2019
HT4,Cat 775,MGS00443,CAT,9038.3,C27,100,,,,10.88,,579.2024,,,,Redmond Minerals,Redmond Minerals,3/8/2019
HT4,Cat 775,MGS00443,CAT,9042.2,C27,98,,,,11.05,,527.0226,,,,Redmond Minerals,Redmond Minerals,3/9/2019
HT4,Cat 775,MGS00443,CAT,9055.2,C27,100,,,,10.28,,591.516,,,,Redmond Minerals,Redmond Minerals,3/12/2019
HT4,Cat 775,MGS00443,CAT,9069.5,C27,100,,,,9.01,,502.4961,,,,Redmond Minerals,Redmond Minerals,3/13/2019
HT4,Cat 775,MGS00443,CAT,9078.8,C27,99,,,,10.43,,590.074,,,,Redmond Minerals,Redmond Minerals,3/14/2019
HT4,Cat 775,MGS00443,CAT,9093,C27,100,,,,9.38,,450.0377,,,,Redmond Minerals,Redmond Minerals,3/15/2019
HT4,Cat 775,MGS00443,CAT,9104.9,C27,98,,,,8.45,,530.562,,,,Redmond Minerals,Redmond Minerals,3/19/2019
HT4,Cat 775,MGS00443,CAT,9120.1,C27,100,,,,9.1,,485.0514,,,,Redmond Minerals,Redmond Minerals,3/20/2019
HT4,Cat 775,MGS00443,CAT,9135.4,C27,98,,,,9.13,,485.447,,,,Redmond Minerals,Redmond Minerals,3/21/2019
HT4,Cat 775,MGS00443,CAT,9149.4,C27,100,,,,9.36,,525.4849,,,,Redmond Minerals,Redmond Minerals,3/22/2019
HT4,Cat 775,MGS00443,CAT,9163.5,C27,100,,,,10.29,,529.1963,,,,Redmond Minerals,Redmond Minerals,3/26/2019
HT4,Cat 775,MGS00443,CAT,9178.7,C27,98,,,,9.19,,466.2453,,,,Redmond Minerals,Redmond Minerals,3/27/2019
HT4,Cat 775,MGS00443,CAT,9192,C27,100,,,,11.19,,637.539,,,,Redmond Minerals,Redmond Minerals,3/28/2019
HT4,Cat 775,MGS00443,CAT,9206.3,C27,100,,,,9.87,,530.92,,,,Redmond Minerals,Redmond Minerals,3/29/2019
HT4,Cat 775,MGS00443,CAT,9217.8,C27,100,,,,9.38,,497.045,,,,Redmond Minerals,Redmond Minerals,4/2/2019
HT4,Cat 775,MGS00443,CAT,9234.4,C27,100,,,,9.28,,516.5056,,,,Redmond Minerals,Redmond Minerals,4/3/2019
HT4,Cat 775,MGS00443,CAT,9247,C27,100,,,,10.66,,453.37,,,,Redmond Minerals,Redmond Minerals,4/4/2019
HT4,Cat 775,MGS00443,CAT,9258.7,C27,99,,,,9.88,,544.4759,,,,Redmond Minerals,Redmond Minerals,4/5/2019
HT4,Cat 775,MGS00443,CAT,9270.8,C27,100,,,,8.58,,524.0812,,,,Redmond Minerals,Redmond Minerals,4/9/2019
HT4,Cat 775,MGS00443,CAT,9284.1,C27,100,,,,10.42,,493.5989,,,,Redmond Minerals,Redmond Minerals,4/10/2019
HT4,Cat 775,MGS00443,CAT,9289.7,C27,100,,,,10.77,,472.0886,,,,Redmond Minerals,Redmond Minerals,4/11/2019
HT4,Cat 775,MGS00443,CAT,10020,C27,100,,,,10.86,,493.14,,,,Redmond Minerals,Redmond Minerals,8/6/2019
HT4,Cat 775,MGS00443,CAT,10029,C27,99,,,,9.31,,525.7675,,,,Redmond Minerals,Redmond Minerals,8/7/2019
HT4,Cat 775,MGS00443,CAT,10118,C27,100,,,,11.21,,586.7067,,,,Redmond Minerals,Redmond Minerals,8/20/2019
HT4,Cat 775,MGS00443,CAT,10523,C27,100,,,,10.02,,560.0618,,,,Redmond Minerals,Redmond Minerals,10/22/2019
HT4,Cat 775,MGS00443,CAT,10523,C27,100,,,,10.02,,560.0618,,,,Redmond Minerals,Redmond Minerals,10/22/2019
HT4,Cat 775,MGS00443,CAT,10529,C27,100,,,,9.69,,436.3933,,,,Redmond Minerals,Redmond Minerals,10/23/2019
HT4,Cat 775,MGS00443,CAT,10529,C27,100,,,,9.69,,436.3933,,,,Redmond Minerals,Redmond Minerals,10/23/2019
HT4,Cat 775,MGS00443,CAT,12904,C27,100,,,,10.5,,493.422,,,,Redmond Minerals,Redmond Minerals,8/18/2020
HT4,Cat 775,MGS00443,CAT,12904,C27,100,,,,10.5,,493.422,,,,Redmond Minerals,Redmond Minerals,8/18/2020
HT4,Cat 775,MGS00443,CAT,12921,C27,100,,,,10.66,,506.9345,,,,Redmond Minerals,Redmond Minerals,8/19/2020
HT4,Cat 775,MGS00443,CAT,12921,C27,100,,,,10.66,,506.9345,,,,Redmond Minerals,Redmond Minerals,8/19/2020
HT4,Cat 775,MGS00443,CAT,12938,C27,100,,,,11.1,,527.1283,,,,Redmond Minerals,Redmond Minerals,8/20/2020
HT4,Cat 775,MGS00443,CAT,12938,C27,100,,,,11.1,,527.1283,,,,Redmond Minerals,Redmond Minerals,8/20/2020
HT4,Cat 775,MGS00443,CAT,12956,C27,100,,,,11.44,,513.93,,,,Redmond Minerals,Redmond Minerals,8/21/2020
HT4,Cat 775,MGS00443,CAT,12956,C27,100,,,,11.44,,513.93,,,,Redmond Minerals,Redmond Minerals,8/21/2020
HT4,Cat 775,MGS00443,CAT,12956,C27,100,,,,10.95,,489.04,,,,Redmond Minerals,Redmond Minerals,8/22/2020
HT4,Cat 775,MGS00443,CAT,12956,C27,100,,,,10.95,,489.04,,,,Redmond Minerals,Redmond Minerals,8/22/2020
HT4,Cat 775,MGS00443,CAT,12973,C27,100,,,,10.57,,475.974,,,,Redmond Minerals,Redmond Minerals,8/25/2020
HT4,Cat 775,MGS00443,CAT,12973,C27,100,,,,10.57,,475.974,,,,Redmond Minerals,Redmond Minerals,8/25/2020
HT4,Cat 775,MGS00443,CAT,12990,C27,100,,,,10.65,,488.25,,,,Redmond Minerals,Redmond Minerals,8/26/2020
HT4,Cat 775,MGS00443,CAT,12990,C27,100,,,,10.65,,488.25,,,,Redmond Minerals,Redmond Minerals,8/26/2020
HT4,Cat 775,MGS00443,CAT,13007,C27,100,,,,11.19,,554.2633,,,,Redmond Minerals,Redmond Minerals,8/27/2020
HT4,Cat 775,MGS00443,CAT,13007,C27,100,,,,11.19,,554.2633,,,,Redmond Minerals,Redmond Minerals,8/27/2020
HT4,Cat 775,MGS00443,CAT,13023,C27,100,,,,10.85,,533.4133,,,,Redmond Minerals,Redmond Minerals,8/28/2020
HT4,Cat 775,MGS00443,CAT,13023,C27,100,,,,10.85,,533.4133,,,,Redmond Minerals,Redmond Minerals,8/28/2020
HT4,Cat 775,MGS00443,CAT,13041,C27,100,,,,11.04,,521.69,,,,Redmond Minerals,Redmond Minerals,9/1/2020
HT4,Cat 775,MGS00443,CAT,13041,C27,100,,,,11.04,,521.69,,,,Redmond Minerals,Redmond Minerals,9/1/2020
HT4,Cat 775,MGS00443,CAT,13058,C27,99,,,,11.23,,507.415,,,,Redmond Minerals,Redmond Minerals,9/2/2020
HT4,Cat 775,MGS00443,CAT,13058,C27,99,,,,11.23,,507.415,,,,Redmond Minerals,Redmond Minerals,9/2/2020
HT4,Cat 775,MGS00443,CAT,13074,C27,100,,,,11.33,,521.935,,,,Redmond Minerals,Redmond Minerals,9/3/2020
HT4,Cat 775,MGS00443,CAT,13074,C27,100,,,,11.33,,521.935,,,,Redmond Minerals,Redmond Minerals,9/3/2020
