Vehicle #,Vehicle Model,Vehicle Serial #,Engine Make,Engine Hours,Engine Model,Engine RPM,Alternator RPM,Engine HP,Alternator HP,Left-CO2%,Left-CO,Left-NOx,Right-CO2%,Right-CO,Right-NOX,LoCaterpillarion,Company,Test Date,Test Method
HT4,Caterpillar 775,MGS00443,Caterpillar,13023,C27,100,Not measured,Not measured,Not measured,10.85,,533.4133,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,8/28/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13041,C27,100,Not measured,Not measured,Not measured,11.04,,521.69,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/1/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13041,C27,100,Not measured,Not measured,Not measured,11.04,,521.69,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/1/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13058,C27,99,Not measured,Not measured,Not measured,11.23,,507.415,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/2/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13058,C27,99,Not measured,Not measured,Not measured,11.23,,507.415,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/2/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13074,C27,100,Not measured,Not measured,Not measured,11.33,,521.935,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/3/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13074,C27,100,Not measured,Not measured,Not measured,11.33,,521.935,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/3/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13085,C27,100,Not measured,Not measured,Not measured,7.96,,397,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/4/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13085,C27,100,Not measured,Not measured,Not measured,7.96,,397,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/4/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13102,C27,100,Not measured,Not measured,Not measured,10.2,,475.9313,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/9/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13102,C27,100,Not measured,Not measured,Not measured,10.2,,475.9313,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/9/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13114,C27,100,Not measured,Not measured,Not measured,11.11,,503.25,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/10/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13114,C27,100,Not measured,Not measured,Not measured,11.11,,503.25,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/10/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13132,C27,100,Not measured,Not measured,Not measured,10.51,,593.13,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/11/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13132,C27,100,Not measured,Not measured,Not measured,10.51,,593.13,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/11/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13149,C27,100,Not measured,Not measured,Not measured,10.86,,548.26,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/15/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13149,C27,100,Not measured,Not measured,Not measured,10.86,,548.26,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/15/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13166,C27,100,Not measured,Not measured,Not measured,10.43,,542.31,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/16/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13166,C27,100,Not measured,Not measured,Not measured,10.43,,542.31,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/16/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13184,C27,100,Not measured,Not measured,Not measured,10.42,,505.4875,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/17/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13184,C27,100,Not measured,Not measured,Not measured,10.42,,505.4875,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/17/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13199,C27,100,Not measured,Not measured,Not measured,11.1,,568.5,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/18/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13199,C27,100,Not measured,Not measured,Not measured,11.1,,568.5,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/18/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13231,C27,100,Not measured,Not measured,Not measured,9.56,,442.2067,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/23/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13231,C27,100,Not measured,Not measured,Not measured,9.56,,442.2067,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/23/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13266,C27,100,Not measured,Not measured,Not measured,9.98,,512.68,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/25/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13266,C27,100,Not measured,Not measured,Not measured,9.98,,512.68,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/25/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13290,C27,100,Not measured,Not measured,Not measured,10.27,,501.6929,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/29/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13290,C27,100,Not measured,Not measured,Not measured,10.27,,501.6929,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/29/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13308,C27,100,Not measured,Not measured,Not measured,10.48,,668.24,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/30/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13308,C27,100,Not measured,Not measured,Not measured,10.48,,668.24,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,9/30/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13417,C27,100,Not measured,Not measured,Not measured,9.83,,556.93,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/9/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13417,C27,100,Not measured,Not measured,Not measured,9.83,,556.93,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/9/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13483,C27,100,Not measured,Not measured,Not measured,9.84,,560.6375,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/16/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13483,C27,100,Not measured,Not measured,Not measured,9.84,,560.6375,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/16/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13593,C27,100,Not measured,Not measured,Not measured,9.59,,560.42,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/28/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13593,C27,100,Not measured,Not measured,Not measured,9.59,,560.42,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/28/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13611,C27,100,Not measured,Not measured,Not measured,9.76,,527.3,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/29/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13611,C27,100,Not measured,Not measured,Not measured,9.76,,527.3,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/29/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13647,C27,100,Not measured,Not measured,Not measured,9.8,,546.22,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/3/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13690,C27,100,Not measured,Not measured,Not measured,9.53,,550.3,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/5/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13690,C27,100,Not measured,Not measured,Not measured,9.53,,550.3,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/5/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13718,C27,87,Not measured,Not measured,Not measured,10.99,,526.17,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/9/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13738,C27,100,Not measured,Not measured,Not measured,9.87,,491.6375,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/10/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13738,C27,100,Not measured,Not measured,Not measured,9.87,,491.6375,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/10/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13756,C27,100,Not measured,Not measured,Not measured,9.92,,529.62,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/11/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13771,C27,100,Not measured,Not measured,Not measured,9.88,,540.89,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/12/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13808,C27,100,Not measured,Not measured,Not measured,10.68,,583.975,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/24/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13824,C27,100,Not measured,Not measured,Not measured,10.31,,500.1833,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/25/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13875,C27,100,Not measured,Not measured,Not measured,9.98,,576.45,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,12/3/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13900,C27,100,Not measured,Not measured,Not measured,10.22,,625.305,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,12/8/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13916,C27,100,Not measured,Not measured,Not measured,8.11,,553.415,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,12/9/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13916,C27,100,Not measured,Not measured,Not measured,8.11,,553.415,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,12/9/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13933,C27,100,Not measured,Not measured,Not measured,9.67,,539.0067,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,12/10/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13933,C27,100,Not measured,Not measured,Not measured,9.67,,539.0067,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,12/10/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13945,C27,100,Not measured,Not measured,Not measured,9.86,,552.395,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,12/11/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,13978,C27,100,Not measured,Not measured,Not measured,9.98,,506.8483,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,12/16/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14074,C27,100,Not measured,Not measured,Not measured,10.06,,564.46,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,12/30/2020,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14769,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,5/13/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14399,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,5/17/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14417,C27,98,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,5/17/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14432,C27,97,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,5/17/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14821,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,5/19/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14838,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,5/20/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14855,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,5/21/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14891,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,5/27/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14925,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/2/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14943,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/3/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14959,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/4/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14973,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/8/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,14985,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/9/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15000,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/10/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15012,C27,99,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/11/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15023,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/15/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15041,C27,95,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/16/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15058,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/17/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15073,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/18/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15073,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/18/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15093,C27,93,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/22/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15093,C27,93,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,6/22/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15498,C27,99,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/20/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15498,C27,99,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/20/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15516,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/21/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15516,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/21/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15525,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/22/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15525,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/22/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15542,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/26/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15542,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/26/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15555,C27,99,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/27/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15555,C27,99,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/27/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15555,C27,99,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,10/27/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15573,C27,98,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/2/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15573,C27,98,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/2/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15583,C27,97,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/3/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15583,C27,97,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/3/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15600,C27,95,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/4/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15600,C27,95,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/4/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15629,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/9/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15629,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/9/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15629,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/9/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15643,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/10/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15643,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/10/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15663,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/11/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15663,C27,100,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/11/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15679,C27,99,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/12/2021,Telematic
HT4,Caterpillar 775,MGS00443,Caterpillar,15679,C27,99,Not measured,Not measured,Not measured,29.5,,-226.6,Not measured,Not measured,Not measured,Redmond Minerals,Redmond Minerals,11/12/2021,Telematic
HT 401,Komatsu 930SE,,Cummins,6000,QSK78,1802,,3046,,7.92,123,579,7.96,118,581,KUCC,Rio Tinto,5/31/2019,Manual
HT473,Komatsu 930SE,,Cummins,6000,QSK78,1802,,3089,,8.75,349,579,8.41,180,630,KUCC,Rio Tinto,5/31/2019,Manual
HT1201,Komatsu 930SE,,Cummins,6000,QSK78,1900,0,3109,0,7.74,202,495,7.7,147,499,KUCC,Rio Tinto,5/31/2019,Manual
HT1209,Komatsu 930SE,,Cummins,6000,QSK78,1802,,3035,,8.25,393,530,8.31,389,550,KUCC,Rio Tinto,5/31/2019,Manual
HT1201,Komatsu 930SE,,Cummins,6000,QSK78,1900,,3028,,8.18,314,533,7.99,207,570,KUCC,Rio Tinto,6/17/2019,Manual
HT 401,Komatsu 930SE,,Cummins,6000,QSK78,1798,,3040,,8.79,235,604,8.5,175,620,KUCC,Rio Tinto,6/17/2019,Manual
HT473,Komatsu 930SE,,Cummins,6000,QSK78,1802,,3096,,8.97,448,616,8.5,191,679,KUCC,Rio Tinto,6/17/2019,Manual
HT476,Komatu 930SE,,Cummins,6000,QSK78,1802,,2940,,9.73,670,573,9.49,461,581,KUCC,Rio Tinto,6/17/2019,Manual
HT1201,Komatsu 930SE,,Cummins,6000,QSK78,1801,,2995,,8.58,319,585,8.31,264,611,KUCC,Rio Tinto,6/17/2019,Manual
HT1209,Komatsu 930SE,,Cummins,6000,QSK78,1800,,3046,,8.77,581,569,8.53,438,606,KUCC,Rio Tinto,6/17/2019,Manual
HT012,Caterpillar795,testht012,Caterpillar,0,C175,1800,1800,3000,3000,545,7.3,530.7,633,7.3,477.8,Black Thunder,TestCo,4/5/2012,Manual
HT014,Caterpillar795,testht014,Caterpillar,0,C175,1800,1800,3000,3000,487,6.8,521.9,603,7,485.5,Black Thunder,TestCo,4/5/2012,Manual
HT016,Caterpillar795,testht016,Caterpillar,0,C175,1800,1800,3000,3000,529,7.1,511.9,638,7.3,460.1,Black Thunder,TestCo,4/5/2012,Manual
HT011,Caterpillar795,testht011,Caterpillar,0,C175,1800,1800,3000,3000,368,4.9,523.7,605,7,477.2,Black Thunder,TestCo,4/5/2015,Manual
HT037,Caterpillar793,Testht037,Caterpillar,0,3516,1600,,2500,,7.1,172,688,10.3,1732,866,Black Thunder,TestCo,4/23/2015,Manual
HT057,Caterpillar793,Testht057,Caterpillar,0,3516,1600,,2500,,6.7,120,298,6.6,100,327,Black Thunder,TestCo,4/23/2015,Manual
HT074,Caterpillar793,Testht074,Caterpillar,0,3516,1600,,2500,,6.9,179,536.9,6.7,255,533.8,Black Thunder,TestCo,4/23/2015,Manual
HT046,Caterpillar793,Testht046,Caterpillar,0,3516,1600,,2500,,6.8,58,265,6.8,123,181,Black Thunder,TestCo,4/24/2015,Manual
HT051,Caterpillar793,Testht051,Caterpillar,0,3516,1600,,2500,,7,200,235,6.8,230,339,Black Thunder,TestCo,4/24/2015,Manual
HT060,Caterpillar793,Testht060,Caterpillar,0,3516,1600,,2500,,6.7,58,318,6.6,76,355,Black Thunder,TestCo,4/24/2015,Manual
HT066,Caterpillar793,Testht066,Caterpillar,0,3516,1600,,2500,,6.9,164,512,7.3,474,604,Black Thunder,TestCo,4/24/2015,Manual
HT028,Caterpillar793,Testht028,Caterpillar,0,3516,1600,,2500,,7.3,84,558,7.4,105,543,Black Thunder,TestCo,4/25/2015,Manual
HT064,Caterpillar793,Testht064,Caterpillar,0,3516,1600,,2500,,7.1,741,852,10.4,1216,584,Black Thunder,TestCo,4/26/2015,Manual
HT045,Caterpillar793,Testht045,Caterpillar,0,3516,1600,,2500,,7.2,1003,261,7.1,1236,337,Black Thunder,TestCo,4/26/2015,Manual
HT066,Caterpillar793,Testht066,Caterpillar,0,3516,1600,,2500,,6.8,1684,416,6.8,1003,363,Black Thunder,TestCo,4/27/2015,Manual
HT074,Caterpillar793,Testht074,Caterpillar,0,3516,1600,,2500,,7.1,1648,692.4,6.9,571,557.8,Black Thunder,TestCo,4/27/2015,Manual
HT037,Caterpillar793,Testht037,Caterpillar,0,3516,1600,,2500,,6.5,651,500,6.6,480,497,Black Thunder,TestCo,4/27/2015,Manual
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,2.7,163,656,3.8,179,974,Hazard,TestCo,4/28/2015,Manual
HT043,Caterpillar793,Testht043,Caterpillar,0,3516,1600,,2500,,6.7,247,564,7.1,683,426,Black Thunder,TestCo,4/29/2015,Manual
HT054,Caterpillar793,Testht054,Caterpillar,0,3516,1600,,2500,,6.9,1837,321,6.6,2208,269,Black Thunder,TestCo,4/29/2015,Manual
HT072,Caterpillar793,Testht072,Caterpillar,0,3516,1600,,2500,,6.5,222,363.4,2.9,65,423.6,Black Thunder,TestCo,4/29/2015,Manual
HT053,Caterpillar793,Testht053,Caterpillar,0,3516,1600,,2500,,7.1,174,321,7,451,335,Black Thunder,TestCo,4/29/2015,Manual
HT033,Caterpillar793,Testht033,Caterpillar,0,3516,1600,,2500,,7.3,2648,827,7.2,2710,744,Black Thunder,TestCo,4/29/2015,Manual
HT039,Caterpillar793,Testht039,Caterpillar,0,3516,1600,,2500,,7,367,543,6.6,204,483,Black Thunder,TestCo,4/29/2015,Manual
HT026,Caterpillar793,Testht026,Caterpillar,0,3516,1600,,2500,,7.3,1210,593,7.3,1975,614,Black Thunder,TestCo,4/29/2015,Manual
HT054,Caterpillar793,Testht054,Caterpillar,0,3516,1600,,2500,,7.4,1150,380,7.5,1669,309,Black Thunder,TestCo,4/29/2015,Manual
HT063,Caterpillar793,Testht063,Caterpillar,0,3516,1600,,2500,,7.1,535,484,7.1,1037,602,Black Thunder,TestCo,4/29/2015,Manual
